12,Dexter: New Blood,https://m.media-amazon.com/images/M/MV5BZGY4YjY5MGItNzM2NS00Y2M1LWFkYTYtZjI0ZDk3NTE0NmE0XkEyXkFqcGc@._V1_.jpg,8.1,Dexter Morgan returns after living a quiet life for a decade.,1
13,Secret Invasion,https://m.media-amazon.com/images/M/MV5BNmYzYzA2NzMtOTVmMC00ZDY4LThlMDctZmUyN2NlMjQ2ODViXkEyXkFqcGc@._V1_.jpg,6.0,Nick Fury uncovers a conspiracy involving shapeshifting Skrulls.,0
14,The 100,https://images.justwatch.com/poster/181879579/s718/the-100.jpg,7.6,Survivors from a space station return to Earth after a nuclear apocalypse.,0
15,Merlin,https://m.media-amazon.com/images/M/MV5BNmI5NDgyZmQtNDc3YS00Mjg0LThmMzEtZjcyNzczOTJlYWY4XkEyXkFqcGc@._V1_.jpg,7.9,Young Merlin helps Prince Arthur fulfill his destiny.,1
16,The Walking Dead: The Ones Who Live,https://m.media-amazon.com/images/M/MV5BNzRkMzA5NDEtMjc5OC00ZTYxLWI0NmYtNTJjNjdhMTk0MTlhXkEyXkFqcGc@._V1_.jpg,8.2,Rick Grimes and Michonne search for each other.,0
17,The Walking Dead: Daryl Dixon,https://m.media-amazon.com/images/M/MV5BZjFlYzg4M2ItZjlmZC00MTA2LWJlZTgtODdlZmZjNWRkMzI5XkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg,7.7,Daryl Dixon finds himself in France.,1
18,The Walking Dead: Dead City,https://m.media-amazon.com/images/M/MV5BYWI0ZjgxYWYtODZmNi00ZWI0LWI4MmEtZDBmOTNmMTRlMjY0XkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg,7.0,Maggie and Negan travel to a post-apocalyptic Manhattan.,1
19,Şahsiyet ll,https://images.justwatch.com/poster/309384569/s718/sezon-2.jpg,9.0,The second season of Şahsiyet.,0
20,Reacher,https://m.media-amazon.com/images/M/MV5BMzdjYWZlMDQtYzdhNi00NmRlLTg2NzUtMTI3MWFhZDliNjBiXkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg,8.1,A former military police investigator uncovers a conspiracy.,1
21,Silo,https://resizing.flixster.com/shn-5oNS_mCn6kj_xIzhRgBmpTo=/ems.cHJkLWVtcy1hc3NldHMvdHZzZXJpZXMvMTU4MjM5NDItNGQ1Yi00NTJkLTgxMTgtOTJmY2Q3ZTVhYWNmLnBuZw==,8.1,"In a dystopian future, a community lives underground in a giant silo.",1
22,"Gassal ",https://m.media-amazon.com/images/M/MV5BMDU3MjIzZDctOTVlMC00MjI1LTllZjAtZmY3ZmY2NjcyZmQ2XkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg,8.1,A Turkish drama series.,0
23,Gangs of london,https://m.media-amazon.com/images/M/MV5BODU1MmNiNWEtODJjMy00ZTRlLWFkZTctYzViNjBhOTM1OGIxXkEyXkFqcGc@._V1_.jpg,8.1,A criminal empire is thrown into chaos after the assassination of its head.,0
24,Strike back,https://m.media-amazon.com/images/M/MV5BOTE4YjQ3NzgtNGI1My00MzkxLWIwY2EtOTQzMzZiYzBiMTg2XkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg,8.2,A clandestine military intelligence unit conducts high-risk missions.,0
25,Braking Bad,https://m.media-amazon.com/images/M/MV5BMzU5ZGYzNmQtMTdhYy00OGRiLTg0NmQtYjVjNzliZTg1ZGE4XkEyXkFqcGc@._V1_.jpg,9.5,A chemistry teacher turns to a life of crime.,0
26,Patriot,https://m.media-amazon.com/images/M/MV5BZWIzM2U5YmEtYTRhMi00MGI4LWFkNjgtNGY3YjFjMjUxMjI0XkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg,8.3,An intelligence officer must prevent Iran from going nuclear.,0
27,Person of Interest,https://m.media-amazon.com/images/M/MV5BOTcxNDJiMTUtN2ZhZS00OGE1LWJmZmYtN2VhYThiZTBhYWM1XkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg,8.4,A billionaire creates a machine that predicts future crimes.,0
28,Fleabag,https://images.justwatch.com/poster/127750739/s718/fleabag.jpg,8.7,"A witty, dry-witted woman navigates life and love in London.",0
29,Yellowstone,https://m.media-amazon.com/images/M/MV5BYzE2ODQ0NmQtYmMxMS00MGRlLTgwOGEtYjRkN2FkYmZlN2JlXkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg,9,5 Sezon Gayet iyi !,1
